|  time  | address  | load |  in   |  out  |
| 283    |     6447 |    0 |  5920 |     0 |
| 283+   |     4813 |    1 | 16728 |     0 |
| 284    |     4813 |    1 | 16728 | 16728 |
| 284+   |     7197 |    0 | 16728 |     0 |
| 285    |     7197 |    0 | 16728 |     0 |
| 285+   |     5163 |    0 | 16728 |     0 |
| 286    |     5163 |    0 | 16728 |     0 |
| 286+   |     5870 |    0 | 16728 |     0 |
| 287    |     5870 |    0 | 16728 |     0 |
| 287+   |    12348 |    1 |  2178 |     0 |
| 288    |    12348 |    1 |  2178 |  2178 |
| 288+   |    14060 |    1 | 32259 |     0 |
| 289    |    14060 |    1 | 32259 | 32259 |
| 289+   |    14736 |    0 | 32259 |     0 |
| 290    |    14736 |    0 | 32259 |     0 |
| 290+   |    14560 |    0 | 32259 |     0 |
| 291    |    14560 |    0 | 32259 |     0 |
| 291+   |      159 |    1 | 27166 |     0 |
| 292    |      159 |    1 | 27166 | 27166 |
| 292+   |    10672 |    0 | 27166 |     0 |
| 293    |    10672 |    0 | 27166 |     0 |
| 293+   |    13870 |    0 | 27166 |     0 |
| 294    |    13870 |    0 | 27166 |     0 |
| 294+   |    10092 |    0 | 27166 |     0 |
| 295    |    10092 |    0 | 27166 |     0 |
| 295+   |    12383 |    1 | 27253 |     0 |
| 296    |    12383 |    1 | 27253 | 27253 |
| 296+   |    11276 |    1 |  6217 |     0 |
| 297    |    11276 |    1 |  6217 |  6217 |
| 297+   |     8795 |    0 |  6217 |     0 |
| 298    |     8795 |    0 |  6217 |     0 |
| 298+   |    10592 |    0 |  6217 |     0 |
| 299    |    10592 |    0 |  6217 |     0 |
| 299+   |    12931 |    1 | 14256 |     0 |
| 300    |    12931 |    1 | 14256 | 14256 |
| 300+   |     7333 |    1 |  7055 |     0 |
| 301    |     7333 |    1 |  7055 |  7055 |
| 301+   |    11207 |    0 |  7055 |     0 |
| 302    |    11207 |    0 |  7055 |     0 |
| 302+   |     5883 |    1 |  6041 |     0 |
| 303    |     5883 |    1 |  6041 |  6041 |
| 303+   |     2102 |    1 |  8377 |     0 |
| 304    |     2102 |    1 |  8377 |  8377 |
| 304+   |    11049 |    1 | 26286 |     0 |
| 305    |    11049 |    1 | 26286 | 26286 |
| 305+   |    14962 |    0 | 26286 |     0 |
| 306    |    14962 |    0 | 26286 |     0 |
| 306+   |      720 |    0 | 26286 |     0 |
| 307    |      720 |    0 | 26286 |     0 |
| 307+   |    13382 |    1 |   300 |     0 |
| 308    |    13382 |    1 |   300 |   300 |
| 308+   |     5304 |    0 |   300 |     0 |
| 309    |     5304 |    0 |   300 |     0 |
| 309+   |     5723 |    0 |   300 |     0 |
| 310    |     5723 |    0 |   300 |     0 |
| 310+   |    13417 |    1 | 17201 |     0 |
| 311    |    13417 |    1 | 17201 | 17201 |
| 311+   |     3378 |    1 | 28245 |     0 |
| 312    |     3378 |    1 | 28245 | 28245 |
| 312+   |    12629 |    0 | 28245 |     0 |
| 313    |    12629 |    0 | 28245 |     0 |
| 313+   |    16335 |    0 | 28245 |     0 |
| 314    |    16335 |    0 | 28245 |     0 |
| 314+   |    14060 |    0 | 28245 | 32259 |
| 315    |    14060 |    0 | 28245 | 32259 |
| 315+   |    11821 |    0 | 28245 |     0 |
| 316    |    11821 |    0 | 28245 |     0 |
| 316+   |     1924 |    0 | 28245 |     0 |
| 317    |     1924 |    0 | 28245 |     0 |
| 317+   |    15550 |    1 | 25698 |     0 |
| 318    |    15550 |    1 | 25698 | 25698 |
| 318+   |    10799 |    1 | 13061 |     0 |
| 319    |    10799 |    1 | 13061 | 13061 |
| 319+   |    14658 |    1 |  5772 |     0 |
| 320    |    14658 |    1 |  5772 |  5772 |
| 320+   |     6600 |    0 |  5772 |     0 |
| 321    |     6600 |    0 |  5772 |     0 |
| 321+   |     9003 |    0 |  5772 |     0 |
| 322    |     9003 |    0 |  5772 |     0 |
| 322+   |     1553 |    0 |  5772 |     0 |
| 323    |     1553 |    0 |  5772 |     0 |
| 323+   |     1825 |    1 |  3185 |     0 |
| 324    |     1825 |    1 |  3185 |  3185 |
| 324+   |    15909 |    0 |  3185 |     0 |
| 325    |    15909 |    0 |  3185 |     0 |
| 325+   |     2013 |    0 |  3185 |     0 |
| 326    |     2013 |    0 |  3185 |     0 |
| 326+   |     6243 |    1 | 25324 |     0 |
| 327    |     6243 |    1 | 25324 | 25324 |
| 327+   |     9312 |    1 | 24121 | 30550 |
| 328    |     9312 |    1 | 24121 | 24121 |
| 328+   |     8536 |    0 | 24121 |     0 |
| 329    |     8536 |    0 | 24121 |     0 |
| 329+   |     6063 |    0 | 24121 |     0 |
| 330    |     6063 |    0 | 24121 |     0 |
| 330+   |     1440 |    1 |  5865 |     0 |
| 331    |     1440 |    1 |  5865 |  5865 |
| 331+   |    15738 |    1 | 23549 |     0 |
| 332    |    15738 |    1 | 23549 | 23549 |
| 332+   |     2425 |    1 |  1547 |     0 |
| 333    |     2425 |    1 |  1547 |  1547 |
| 333+   |     8714 |    0 |  1547 |     0 |
| 334    |     8714 |    0 |  1547 |     0 |
| 334+   |     2700 |    0 |  1547 |     0 |
| 335    |     2700 |    0 |  1547 |     0 |
| 335+   |     7168 |    1 | 13561 |     0 |
| 336    |     7168 |    1 | 13561 | 13561 |
| 336+   |     8076 |    1 | 31994 |     0 |
| 337    |     8076 |    1 | 31994 | 31994 |
| 337+   |     4769 |    0 | 31994 |     0 |
| 338    |     4769 |    0 | 31994 |     0 |
| 338+   |      154 |    1 |  3834 |     0 |
| 339    |      154 |    1 |  3834 |  3834 |
| 339+   |    10817 |    1 | 24356 |     0 |
| 340    |    10817 |    1 | 24356 | 24356 |
| 340+   |    15415 |    1 |   513 |     0 |
| 341    |    15415 |    1 |   513 |   513 |
| 341+   |     2162 |    1 | 20338 |     0 |
| 342    |     2162 |    1 | 20338 | 20338 |
| 342+   |       40 |    0 | 20338 |     0 |
| 343    |       40 |    0 | 20338 |     0 |
| 343+   |    15947 |    1 | 18509 |     0 |
| 344    |    15947 |    1 | 18509 | 18509 |
| 344+   |      912 |    0 | 18509 |     0 |
| 345    |      912 |    0 | 18509 |     0 |
| 345+   |     4046 |    0 | 18509 |     0 |
| 346    |     4046 |    0 | 18509 |     0 |
| 346+   |     3948 |    0 | 18509 | 20429 |
| 347    |     3948 |    0 | 18509 | 20429 |
| 347+   |     2147 |    1 | 15062 |     0 |
| 348    |     2147 |    1 | 15062 | 15062 |
| 348+   |     2912 |    0 | 15062 |     0 |
| 349    |     2912 |    0 | 15062 |     0 |
| 349+   |     3775 |    0 | 15062 |     0 |
| 350    |     3775 |    0 | 15062 |     0 |
| 350+   |     6148 |    0 | 15062 |     0 |
| 351    |     6148 |    0 | 15062 |     0 |
| 351+   |     8332 |    0 | 15062 | 29021 |
| 352    |     8332 |    0 | 15062 | 29021 |
| 352+   |     7546 |    1 | 29271 |     0 |
| 353    |     7546 |    1 | 29271 | 29271 |
| 353+   |    11067 |    0 | 29271 |     0 |
| 354    |    11067 |    0 | 29271 |     0 |
| 354+   |     4877 |    1 |  8537 |     0 |
| 355    |     4877 |    1 |  8537 |  8537 |
| 355+   |    10966 |    1 | 24030 |     0 |
| 356    |    10966 |    1 | 24030 | 24030 |
| 356+   |      791 |    1 | 29757 |     0 |
| 357    |      791 |    1 | 29757 | 29757 |
| 357+   |     6995 |    1 | 10763 |     0 |
| 358    |     6995 |    1 | 10763 | 10763 |
| 358+   |    13914 |    1 | 15811 |     0 |
| 359    |    13914 |    1 | 15811 | 15811 |
| 359+   |     1084 |    1 | 13169 |     0 |
| 360    |     1084 |    1 | 13169 | 13169 |
| 360+   |    16037 |    0 | 13169 |     0 |
| 361    |    16037 |    0 | 13169 |     0 |
| 361+   |     1661 |    0 | 13169 |     0 |
| 362    |     1661 |    0 | 13169 |     0 |
| 362+   |    15404 |    0 | 13169 |     0 |
| 363    |    15404 |    0 | 13169 |     0 |
| 363+   |     5302 |    1 | 28636 |     0 |
| 364    |     5302 |    1 | 28636 | 28636 |
| 364+   |    15639 |    0 | 28636 |     0 |
| 365    |    15639 |    0 | 28636 |     0 |
| 365+   |    14479 |    0 | 28636 |     0 |
| 366    |    14479 |    0 | 28636 |     0 |
| 366+   |     4216 |    0 | 28636 |     0 |
| 367    |     4216 |    0 | 28636 |     0 |
| 367+   |     8859 |    1 |  3303 |     0 |
| 368    |     8859 |    1 |  3303 |  3303 |
| 368+   |    14156 |    0 |  3303 |     0 |
| 369    |    14156 |    0 |  3303 |     0 |
| 369+   |    14643 |    0 |  3303 |     0 |
| 370    |    14643 |    0 |  3303 |     0 |
| 370+   |    13054 |    1 | 22211 |     0 |
| 371    |    13054 |    1 | 22211 | 22211 |
| 371+   |    15981 |    0 | 22211 |     0 |
| 372    |    15981 |    0 | 22211 |     0 |
| 372+   |    12609 |    1 |  6989 |     0 |
| 373    |    12609 |    1 |  6989 |  6989 |
| 373+   |     7503 |    1 | 31046 |     0 |
| 374    |     7503 |    1 | 31046 | 31046 |
| 374+   |     5016 |    0 | 31046 |  5442 |
| 375    |     5016 |    0 | 31046 |  5442 |
| 375+   |     2521 |    0 | 31046 |     0 |
| 376    |     2521 |    0 | 31046 |     0 |
| 376+   |     7872 |    0 | 31046 |     0 |
| 377    |     7872 |    0 | 31046 |     0 |
| 377+   |    16154 |    0 | 31046 |     0 |
| 378    |    16154 |    0 | 31046 |     0 |
| 378+   |    14526 |    1 | 25272 |     0 |
| 379    |    14526 |    1 | 25272 | 25272 |
| 379+   |     7863 |    0 | 25272 |     0 |
| 380    |     7863 |    0 | 25272 |     0 |
| 380+   |    13105 |    1 | 23647 |     0 |
| 381    |    13105 |    1 | 23647 | 23647 |
| 381+   |    11727 |    0 | 23647 |     0 |
| 382    |    11727 |    0 | 23647 |     0 |
| 382+   |     7516 |    0 | 23647 |     0 |
| 383    |     7516 |    0 | 23647 |     0 |
| 383+   |     1195 |    1 | 20464 |     0 |
| 384    |     1195 |    1 | 20464 | 20464 |
| 384+   |    12472 |    1 | 30101 |     0 |
| 385    |    12472 |    1 | 30101 | 30101 |
| 385+   |     5659 |    0 | 30101 |     0 |
| 386    |     5659 |    0 | 30101 |     0 |
| 386+   |    15783 |    0 | 30101 |     0 |
| 387    |    15783 |    0 | 30101 |     0 |
| 387+   |    14652 |    1 |  4622 |     0 |
| 388    |    14652 |    1 |  4622 |  4622 |
| 388+   |    14175 |    1 |  9702 |     0 |
| 389    |    14175 |    1 |  9702 |  9702 |
| 389+   |    13346 |    1 | 19938 |     0 |
| 390    |    13346 |    1 | 19938 | 19938 |
| 390+   |    10278 |    0 | 19938 |     0 |
| 391    |    10278 |    0 | 19938 |     0 |
| 391+   |     6634 |    1 | 27512 |     0 |
| 392    |     6634 |    1 | 27512 | 27512 |
| 392+   |    15610 |    1 | 32378 |     0 |
| 393    |    15610 |    1 | 32378 | 32378 |
| 393+   |    15035 |    0 | 32378 |     0 |
| 394    |    15035 |    0 | 32378 |     0 |
| 394+   |     4765 |    1 |  9005 |     0 |
| 395    |     4765 |    1 |  9005 |  9005 |
| 395+   |    10705 |    0 |  9005 |     0 |
| 396    |    10705 |    0 |  9005 |     0 |
| 396+   |     2825 |    1 | 23483 |     0 |
| 397    |     2825 |    1 | 23483 | 23483 |
| 397+   |    14794 |    0 | 23483 |     0 |
| 398    |    14794 |    0 | 23483 |     0 |
| 398+   |    10356 |    1 | 21733 |     0 |
| 399    |    10356 |    1 | 21733 | 21733 |
| 399+   |     8316 |    0 | 21733 |     0 |
| 400    |     8316 |    0 | 21733 |     0 |
| 400+   |     7752 |    0 | 21733 |     0 |
| 401    |     7752 |    0 | 21733 |     0 |
| 401+   |    10960 |    1 | 20345 |     0 |
| 402    |    10960 |    1 | 20345 | 20345 |
| 402+   |     9056 |    1 | 14400 |     0 |
| 403    |     9056 |    1 | 14400 | 14400 |
| 403+   |     8390 |    0 | 14400 |     0 |
| 404    |     8390 |    0 | 14400 |     0 |
| 404+   |    10705 |    1 | 11798 |     0 |
| 405    |    10705 |    1 | 11798 | 11798 |
| 405+   |     5286 |    0 | 11798 |     0 |
| 406    |     5286 |    0 | 11798 |     0 |
| 406+   |     1567 |    0 | 11798 |     0 |
| 407    |     1567 |    0 | 11798 |     0 |
| 407+   |    11957 |    0 | 11798 |     0 |
| 408    |    11957 |    0 | 11798 |     0 |
| 408+   |    11477 |    0 | 11798 |     0 |
| 409    |    11477 |    0 | 11798 |     0 |
| 409+   |     4053 |    0 | 11798 |     0 |
| 410    |     4053 |    0 | 11798 |     0 |
| 410+   |     4521 |    0 | 11798 |     0 |
| 411    |     4521 |    0 | 11798 |     0 |
| 411+   |      501 |    0 | 11798 |     0 |
| 412    |      501 |    0 | 11798 |     0 |
| 412+   |     2668 |    0 | 11798 |     0 |
| 413    |     2668 |    0 | 11798 |     0 |
| 413+   |    14819 |    1 | 26718 |     0 |
| 414    |    14819 |    1 | 26718 | 26718 |
| 414+   |    10075 |    0 | 26718 |     0 |
| 415    |    10075 |    0 | 26718 |     0 |
| 415+   |      659 |    0 | 26718 |     0 |
| 416    |      659 |    0 | 26718 |     0 |
| 416+   |     6191 |    0 | 26718 |     0 |
| 417    |     6191 |    0 | 26718 |     0 |
| 417+   |    14536 |    1 | 15318 |     0 |
| 418    |    14536 |    1 | 15318 | 15318 |
| 418+   |    15838 |    1 |   429 |     0 |
| 419    |    15838 |    1 |   429 |   429 |
| 419+   |     4802 |    0 |   429 |     0 |
| 420    |     4802 |    0 |   429 |     0 |
| 420+   |    12956 |    1 | 28731 |     0 |
| 421    |    12956 |    1 | 28731 | 28731 |
| 421+   |    10738 |    0 | 28731 |     0 |
| 422    |    10738 |    0 | 28731 |     0 |
| 422+   |    13653 |    0 | 28731 |     0 |
| 423    |    13653 |    0 | 28731 |     0 |
| 423+   |     6570 |    1 | 32136 |     0 |
| 424    |     6570 |    1 | 32136 | 32136 |
| 424+   |     8507 |    0 | 32136 |     0 |
| 425    |     8507 |    0 | 32136 |     0 |
| 425+   |     1822 |    1 |  2897 |     0 |
| 426    |     1822 |    1 |  2897 |  2897 |
| 426+   |    11544 |    0 |  2897 |     0 |
| 427    |    11544 |    0 |  2897 |     0 |
| 427+   |     2606 |    1 | 32203 |     0 |
| 428    |     2606 |    1 | 32203 | 32203 |
| 428+   |     9846 |    0 | 32203 |     0 |
| 429    |     9846 |    0 | 32203 |     0 |
| 429+   |    12460 |    1 | 23889 |     0 |
| 430    |    12460 |    1 | 23889 | 23889 |
| 430+   |    13962 |    1 |  1746 |     0 |
| 431    |    13962 |    1 |  1746 |  1746 |
| 431+   |    13957 |    0 |  1746 |     0 |
| 432    |    13957 |    0 |  1746 |     0 |
| 432+   |    15646 |    1 | 10311 |     0 |
| 433    |    15646 |    1 | 10311 | 10311 |
| 433+   |    10847 |    1 |  9412 |     0 |
| 434    |    10847 |    1 |  9412 |  9412 |
| 434+   |      344 |    1 | 29075 |     0 |
| 435    |      344 |    1 | 29075 | 29075 |
| 435+   |     6735 |    0 | 29075 |     0 |
| 436    |     6735 |    0 | 29075 |     0 |
| 436+   |    10124 |    1 | 17415 |     0 |
| 437    |    10124 |    1 | 17415 | 17415 |
| 437+   |     4113 |    1 | 29540 |     0 |
| 438    |     4113 |    1 | 29540 | 29540 |
| 438+   |     6194 |    0 | 29540 |     0 |
| 439    |     6194 |    0 | 29540 |     0 |
| 439+   |     1205 |    0 | 29540 |     0 |
| 440    |     1205 |    0 | 29540 |     0 |
| 440+   |    15457 |    0 | 29540 |     0 |
| 441    |    15457 |    0 | 29540 |     0 |
| 441+   |     3185 |    1 | 16205 |     0 |
| 442    |     3185 |    1 | 16205 | 16205 |
| 442+   |    12766 |    0 | 16205 |     0 |
| 443    |    12766 |    0 | 16205 |     0 |
| 443+   |    12545 |    1 | 10327 |     0 |
| 444    |    12545 |    1 | 10327 | 10327 |
| 444+   |    16257 |    0 | 10327 |     0 |
| 445    |    16257 |    0 | 10327 |     0 |
| 445+   |     7005 |    1 | 14831 |     0 |
| 446    |     7005 |    1 | 14831 | 14831 |
| 446+   |    13326 |    1 |  7497 |     0 |
| 447    |    13326 |    1 |  7497 |  7497 |
| 447+   |     5482 |    0 |  7497 |     0 |
| 448    |     5482 |    0 |  7497 |     0 |
| 448+   |     3100 |    1 | 13582 |     0 |
| 449    |     3100 |    1 | 13582 | 13582 |
| 449+   |    11658 |    0 | 13582 |     0 |
| 450    |    11658 |    0 | 13582 |     0 |
| 450+   |     2286 |    0 | 13582 |     0 |
| 451    |     2286 |    0 | 13582 |     0 |
| 451+   |     2991 |    0 | 13582 |     0 |
| 452    |     2991 |    0 | 13582 |     0 |
| 452+   |     6048 |    0 | 13582 |     0 |
| 453    |     6048 |    0 | 13582 |     0 |
| 453+   |    10116 |    1 | 27727 |     0 |
| 454    |    10116 |    1 | 27727 | 27727 |
| 454+   |    14563 |    0 | 27727 |     0 |
| 455    |    14563 |    0 | 27727 |     0 |
| 455+   |    12908 |    1 | 27346 |     0 |
| 456    |    12908 |    1 | 27346 | 27346 |
| 456+   |     3605 |    0 | 27346 |     0 |
| 457    |     3605 |    0 | 27346 |     0 |
| 457+   |    10989 |    1 |    32 |     0 |
| 458    |    10989 |    1 |    32 |    32 |
| 458+   |    15207 |    1 | 27526 |     0 |
| 459    |    15207 |    1 | 27526 | 27526 |
| 459+   |    11988 |    0 | 27526 |     0 |
| 460    |    11988 |    0 | 27526 |     0 |
| 460+   |    13711 |    0 | 27526 |     0 |
| 461    |    13711 |    0 | 27526 |     0 |
| 461+   |     4929 |    0 | 27526 |     0 |
| 462    |     4929 |    0 | 27526 |     0 |
| 462+   |    11250 |    1 | 27722 |     0 |
| 463    |    11250 |    1 | 27722 | 27722 |
| 463+   |    10326 |    1 | 15271 |     0 |
| 464    |    10326 |    1 | 15271 | 15271 |
| 464+   |    15575 |    1 | 17570 |     0 |
| 465    |    15575 |    1 | 17570 | 17570 |
| 465+   |     4164 |    1 | 29319 |     0 |
| 466    |     4164 |    1 | 29319 | 29319 |
| 466+   |    11768 |    0 | 29319 |     0 |
| 467    |    11768 |    0 | 29319 |     0 |
| 467+   |     1121 |    0 | 29319 |     0 |
| 468    |     1121 |    0 | 29319 |     0 |
| 468+   |     5117 |    0 | 29319 |     0 |
| 469    |     5117 |    0 | 29319 |     0 |
| 469+   |    14531 |    1 |  5720 |     0 |
| 470    |    14531 |    1 |  5720 |  5720 |
| 470+   |     2506 |    0 |  5720 |     0 |
| 471    |     2506 |    0 |  5720 |     0 |
| 471+   |     5705 |    0 |  5720 |     0 |
| 472    |     5705 |    0 |  5720 |     0 |
| 472+   |     8051 |    0 |  5720 |     0 |
| 473    |     8051 |    0 |  5720 |     0 |
| 473+   |    15671 |    0 |  5720 |     0 |
| 474    |    15671 |    0 |  5720 |     0 |
| 474+   |     3862 |    0 |  5720 |     0 |
| 475    |     3862 |    0 |  5720 |     0 |
| 475+   |     6321 |    0 |  5720 |     0 |
| 476    |     6321 |    0 |  5720 |     0 |
| 476+   |    10475 |    1 | 20465 |     0 |
| 477    |    10475 |    1 | 20465 | 20465 |
| 477+   |     2045 |    0 | 20465 | 26819 |
| 478    |     2045 |    0 | 20465 | 26819 |
| 478+   |    10794 |    1 | 21826 |     0 |
| 479    |    10794 |    1 | 21826 | 21826 |
| 479+   |    15369 |    0 | 21826 |     0 |
| 480    |    15369 |    0 | 21826 |     0 |
| 480+   |     6048 |    1 | 20413 |     0 |
| 481    |     6048 |    1 | 20413 | 20413 |
| 481+   |     1779 |    1 | 18825 |     0 |
| 482    |     1779 |    1 | 18825 | 18825 |
| 482+   |      785 |    0 | 18825 |     0 |
| 483    |      785 |    0 | 18825 |     0 |
| 483+   |    11452 |    1 |  5379 |     0 |
| 484    |    11452 |    1 |  5379 |  5379 |
| 484+   |     7318 |    1 | 28788 |     0 |
| 485    |     7318 |    1 | 28788 | 28788 |
| 485+   |     1452 |    0 | 28788 |     0 |
| 486    |     1452 |    0 | 28788 |     0 |
| 486+   |    11143 |    1 |   445 |     0 |
| 487    |    11143 |    1 |   445 |   445 |
| 487+   |    14409 |    0 |   445 |     0 |
| 488    |    14409 |    0 |   445 |     0 |
| 488+   |    11599 |    1 | 25924 |     0 |
| 489    |    11599 |    1 | 25924 | 25924 |
| 489+   |     2312 |    0 | 25924 |     0 |
| 490    |     2312 |    0 | 25924 |     0 |
| 490+   |     4855 |    1 | 29854 |     0 |
| 491    |     4855 |    1 | 29854 | 29854 |
| 491+   |     8308 |    0 | 29854 |     0 |
| 492    |     8308 |    0 | 29854 |     0 |
| 492+   |     7122 |    0 | 29854 |     0 |
| 493    |     7122 |    0 | 29854 |     0 |
| 493+   |     8514 |    1 | 20598 |     0 |
| 494    |     8514 |    1 | 20598 | 20598 |
| 494+   |    10879 |    1 |  7929 |     0 |
| 495    |    10879 |    1 |  7929 |  7929 |
| 495+   |     3779 |    0 |  7929 |     0 |
| 496    |     3779 |    0 |  7929 |     0 |
| 496+   |      420 |    0 |  7929 |     0 |
| 497    |      420 |    0 |  7929 |     0 |
| 497+   |     8024 |    0 |  7929 |     0 |
| 498    |     8024 |    0 |  7929 |     0 |
| 498+   |     2613 |    1 | 29510 |     0 |
| 499    |     2613 |    1 | 29510 | 29510 |
| 499+   |     1528 |    1 | 29008 |     0 |
| 500    |     1528 |    1 | 29008 | 29008 |
| 500+   |     7563 |    0 | 29008 |  1038 |
| 501    |     7563 |    0 | 29008 |  1038 |
| 501+   |    10708 |    0 | 29008 |     0 |
| 502    |    10708 |    0 | 29008 |     0 |
| 502+   |     8794 |    1 | 19370 |     0 |
| 503    |     8794 |    1 | 19370 | 19370 |
| 503+   |    15699 |    1 | 26489 |     0 |
| 504    |    15699 |    1 | 26489 | 26489 |
| 504+   |    13824 |    1 | 25405 |     0 |
| 505    |    13824 |    1 | 25405 | 25405 |
| 505+   |     4064 |    0 | 25405 |     0 |
| 506    |     4064 |    0 | 25405 |     0 |
| 506+   |    12133 |    0 | 25405 |     0 |
| 507    |    12133 |    0 | 25405 |     0 |
| 507+   |    16186 |    1 | 17107 |     0 |
| 508    |    16186 |    1 | 17107 | 17107 |
| 508+   |    12160 |    0 | 17107 |     0 |
| 509    |    12160 |    0 | 17107 |     0 |
| 509+   |     1144 |    1 | 31450 |     0 |
| 510    |     1144 |    1 | 31450 | 31450 |
| 510+   |    15936 |    1 | 16276 | 19311 |
| 511    |    15936 |    1 | 16276 | 16276 |
| 511+   |    13438 |    1 |  9782 |     0 |
| 512    |    13438 |    1 |  9782 |  9782 |
| 512+   |     1349 |    0 |  9782 |     0 |
| 513    |     1349 |    0 |  9782 |     0 |
| 513+   |    13206 |    0 |  9782 |     0 |
| 514    |    13206 |    0 |  9782 |     0 |
| 514+   |       35 |    0 |  9782 |     0 |
| 515    |       35 |    0 |  9782 |     0 |
| 515+   |     6104 |    1 | 15966 |     0 |
| 516    |     6104 |    1 | 15966 | 15966 |
| 516+   |    11704 |    1 | 27348 |     0 |
| 517    |    11704 |    1 | 27348 | 27348 |
| 517+   |    11043 |    1 |  2605 |     0 |
| 518    |    11043 |    1 |  2605 |  2605 |
| 518+   |      100 |    1 | 17801 |     0 |
| 519    |      100 |    1 | 17801 | 17801 |
| 519+   |    13269 |    1 | 12679 |     0 |
| 520    |    13269 |    1 | 12679 | 12679 |
| 520+   |    12330 |    0 | 12679 |     0 |
| 521    |    12330 |    0 | 12679 |     0 |
| 521+   |     3367 |    0 | 12679 |     0 |
| 522    |     3367 |    0 | 12679 |     0 |
| 522+   |    10360 |    1 | 20344 |     0 |
| 523    |    10360 |    1 | 20344 | 20344 |
| 523+   |    15752 |    0 | 20344 |     0 |
| 524    |    15752 |    0 | 20344 |     0 |
| 524+   |     5567 |    0 | 20344 |     0 |
| 525    |     5567 |    0 | 20344 |     0 |
| 525+   |     9485 |    1 | 13446 |     0 |
| 526    |     9485 |    1 | 13446 | 13446 |
| 526+   |     6269 |    1 |  3666 |     0 |
| 527    |     6269 |    1 |  3666 |  3666 |
| 527+   |     4663 |    1 | 31195 |     0 |
| 528    |     4663 |    1 | 31195 | 31195 |
| 528+   |     8309 |    0 | 31195 |     0 |
| 529    |     8309 |    0 | 31195 |     0 |
| 529+   |    14434 |    0 | 31195 |     0 |
| 530    |    14434 |    0 | 31195 |     0 |
| 530+   |     7176 |    1 | 12716 |     0 |
| 531    |     7176 |    1 | 12716 | 12716 |
| 531+   |     9993 |    1 | 27282 |     0 |
| 532    |     9993 |    1 | 27282 | 27282 |
| 532+   |    10568 |    1 | 26411 |     0 |
| 533    |    10568 |    1 | 26411 | 26411 |
| 533+   |     6239 |    1 |  9088 |     0 |
| 534    |     6239 |    1 |  9088 |  9088 |
| 534+   |    12019 |    0 |  9088 |     0 |
| 535    |    12019 |    0 |  9088 |     0 |
| 535+   |    16327 |    1 | 10780 |     0 |
| 536    |    16327 |    1 | 10780 | 10780 |
| 536+   |    14543 |    0 | 10780 |     0 |
| 537    |    14543 |    0 | 10780 |     0 |
| 537+   |    13327 |    0 | 10780 |     0 |
| 538    |    13327 |    0 | 10780 |     0 |
| 538+   |    15007 |    0 | 10780 |     0 |
| 539    |    15007 |    0 | 10780 |     0 |
| 539+   |     1356 |    1 | 25878 |     0 |
| 540    |     1356 |    1 | 25878 | 25878 |
| 540+   |     6839 |    0 | 25878 |     0 |
| 541    |     6839 |    0 | 25878 |     0 |
| 541+   |     9986 |    0 | 25878 |     0 |
| 542    |     9986 |    0 | 25878 |     0 |
| 542+   |    14695 |    1 | 19638 |     0 |
| 543    |    14695 |    1 | 19638 | 19638 |
| 543+   |    12630 |    0 | 19638 |     0 |
| 544    |    12630 |    0 | 19638 |     0 |
| 544+   |    15077 |    0 | 19638 |     0 |
| 545    |    15077 |    0 | 19638 |     0 |
| 545+   |    10331 |    0 | 19638 |     0 |
| 546    |    10331 |    0 | 19638 |     0 |
| 546+   |       65 |    0 | 19638 |     0 |
| 547    |       65 |    0 | 19638 |     0 |
| 547+   |    15393 |    1 | 30850 |     0 |
| 548    |    15393 |    1 | 30850 | 30850 |
| 548+   |     4240 |    1 | 27244 |     0 |
| 549    |     4240 |    1 | 27244 | 27244 |
| 549+   |    12745 |    0 | 27244 |     0 |
| 550    |    12745 |    0 | 27244 |     0 |
| 550+   |     6247 |    0 | 27244 |     0 |
| 551    |     6247 |    0 | 27244 |     0 |
| 551+   |     2519 |    0 | 27244 |     0 |
| 552    |     2519 |    0 | 27244 |     0 |
| 552+   |    15028 |    0 | 27244 |     0 |
| 553    |    15028 |    0 | 27244 |     0 |
| 553+   |    10014 |    0 | 27244 |     0 |
| 554    |    10014 |    0 | 27244 |     0 |
| 554+   |     3567 |    1 | 13160 |     0 |
| 555    |     3567 |    1 | 13160 | 13160 |
| 555+   |    12615 |    0 | 13160 |     0 |
| 556    |    12615 |    0 | 13160 |     0 |
| 556+   |       88 |    1 |  3882 |     0 |
| 557    |       88 |    1 |  3882 |  3882 |
| 557+   |     3346 |    0 |  3882 |     0 |
| 558    |     3346 |    0 |  3882 |     0 |
| 558+   |    16164 |    0 |  3882 |     0 |
| 559    |    16164 |    0 |  3882 |     0 |
| 559+   |     7453 |    1 | 11988 |     0 |
| 560    |     7453 |    1 | 11988 | 11988 |
| 560+   |     8337 |    0 | 11988 |     0 |
| 561    |     8337 |    0 | 11988 |     0 |
| 561+   |    13210 |    0 | 11988 |     0 |
| 562    |    13210 |    0 | 11988 |     0 |
| 562+   |     3954 |    0 | 11988 |     0 |
| 563    |     3954 |    0 | 11988 |     0 |
| 563+   |    12635 |    1 | 27168 |     0 |
| 564    |    12635 |    1 | 27168 | 27168 |
| 564+   |    13567 |    1 |  7486 |     0 |
| 565    |    13567 |    1 |  7486 |  7486 |
| 565+   |    10441 |    0 |  7486 |     0 |
| 566    |    10441 |    0 |  7486 |     0 |
